sale_service_id,sale_control_point,data_owner,scope,report_day
01GKYN4,Customer HAWB,BSO,plant,20/07/2023
01GKYLY,Customer HAWB,BSO,plant,20/07/2023
01GKYNH,Customer HAWB,BSO,plant,20/07/2023
01GL8WC,Customer HAWB,BSO,plant,20/07/2023
01GJPR5,Customer HAWB,BSO,plant,20/07/2023
01GJFE5,Customer HAWB,BSO,plant,20/07/2023
01GJPPH,Customer HAWB,BSO,plant,20/07/2023
01GJAWK,Customer HAWB,BSO,plant,20/07/2023
01GJQG5,Customer HAWB,BSO,plant,20/07/2023
01GJR8X,Customer HAWB,BSO,plant,20/07/2023
01GJR8F,Customer HAWB,BSO,plant,20/07/2023
01GJF07,Customer HAWB,BSO,plant,20/07/2023
01GJF08,Customer HAWB,BSO,plant,20/07/2023
01GJF06,Customer HAWB,BSO,plant,20/07/2023
01GJWJ8,Customer HAWB,BSO,plant,20/07/2023
01GJWJA,Customer HAWB,BSO,plant,20/07/2023
01GJWH7,Customer HAWB,BSO,plant,20/07/2023
01GJK1H,Customer HAWB,BSO,plant,20/07/2023
01GJK1L,Customer HAWB,BSO,plant,20/07/2023
01GMMRW,Customer HAWB,BSO,plant,20/07/2023
01GML38,Customer HAWB,BSO,plant,20/07/2023
01GMKRE,Customer HAWB,BSO,plant,20/07/2023
01GMMTK,Customer HAWB,BSO,plant,20/07/2023
01GLC98,Customer HAWB,BSO,plant,20/07/2023
01GLC65,Customer HAWB,BSO,plant,20/07/2023
01GLC61,Customer HAWB,BSO,plant,20/07/2023
01GJHM3,Customer HAWB,BSO,plant,20/07/2023
01GJX0L,Customer HAWB,BSO,plant,20/07/2023
01GJNE9,Customer HAWB,BSO,plant,20/07/2023
01GJRH9,Customer HAWB,BSO,plant,20/07/2023
01GJNFC,Customer HAWB,BSO,plant,20/07/2023
01GJLQX,Customer HAWB,BSO,plant,20/07/2023
01GJHLY,Customer HAWB,BSO,plant,20/07/2023
01GJHLK,Customer HAWB,BSO,plant,20/07/2023
01GHMJ3,Customer HAWB,BSO,plant,20/07/2023
01GL7CX,Customer HAWB,BSO,plant,20/07/2023
01GMQA2,Customer HAWB,BSO,plant,20/07/2023
01GMQTK,Customer HAWB,BSO,plant,20/07/2023
01GL7D3,Customer HAWB,BSO,plant,20/07/2023
01GLF7U,Customer HAWB,BSO,plant,20/07/2023
01GHHPM,Customer HAWB,BSO,plant,20/07/2023
01GMW95,Customer HAWB,BSO,plant,20/07/2023
01GL8AU,Customer HAWB,BSO,plant,20/07/2023
01GMQ9Y,Customer HAWB,BSO,plant,20/07/2023
01GMNPW,Customer HAWB,BSO,plant,20/07/2023
01GMP2V,Customer HAWB,BSO,plant,20/07/2023
01GMNPU,Customer HAWB,BSO,plant,20/07/2023
01GMKNQ,Customer HAWB,BSO,plant,20/07/2023
01GMMEU,Customer HAWB,BSO,plant,20/07/2023
01GMMEQ,Customer HAWB,BSO,plant,20/07/2023
01GMMF2,Customer HAWB,BSO,plant,20/07/2023
01GLDPN,Customer HAWB,BSO,plant,20/07/2023
01GLDQJ,Customer HAWB,BSO,plant,20/07/2023
01GLDQ1,Customer HAWB,BSO,plant,20/07/2023
01GL8N7,Customer HAWB,BSO,plant,20/07/2023
01GL9TT,Customer HAWB,BSO,plant,20/07/2023
01GLKQK,Customer HAWB,BSO,plant,20/07/2023
01GLKQQ,Customer HAWB,BSO,plant,20/07/2023
01GLJ32,Customer HAWB,BSO,plant,20/07/2023
01GLJ35,Customer HAWB,BSO,plant,20/07/2023
01GMELX,Customer HAWB,BSO,plant,20/07/2023
01GJ0UY,Customer HAWB,BSO,plant,20/07/2023
01GHYED,Customer HAWB,BSO,plant,20/07/2023
01GMEK7,Customer HAWB,BSO,plant,20/07/2023
01GMJU7,Customer HAWB,BSO,plant,20/07/2023
01GME5A,Customer HAWB,BSO,plant,20/07/2023
01GJ0P8,Customer HAWB,BSO,plant,20/07/2023
01GHYE4,Customer HAWB,BSO,plant,20/07/2023
01GMJHG,Customer HAWB,BSO,plant,20/07/2023
01GMJHT,Customer HAWB,BSO,plant,20/07/2023
01GMEMA,Customer HAWB,BSO,plant,20/07/2023
01GMFQT,Customer HAWB,BSO,plant,20/07/2023
01GMHDH,Customer HAWB,BSO,plant,20/07/2023
01GMG0F,Customer HAWB,BSO,plant,20/07/2023
01GHYJ3,Customer HAWB,BSO,plant,20/07/2023
01GLP3N,Customer HAWB,BSO,plant,20/07/2023
01GLP42,Customer HAWB,BSO,plant,20/07/2023
01GLVHW,Customer HAWB,BSO,plant,20/07/2023
01GLP70,Customer HAWB,BSO,plant,20/07/2023
01GLQJP,Customer HAWB,BSO,plant,20/07/2023
01GLQHD,Customer HAWB,BSO,plant,20/07/2023
01GLQHQ,Customer HAWB,BSO,plant,20/07/2023
01GLQHX,Customer HAWB,BSO,plant,20/07/2023
01GLQJ2,Customer HAWB,BSO,plant,20/07/2023
01GLTV9,Customer HAWB,BSO,plant,20/07/2023
01GLP78,Customer HAWB,BSO,plant,20/07/2023
01GLT4Q,Customer HAWB,BSO,plant,20/07/2023
01GMC1A,Customer HAWB,BSO,plant,20/07/2023
01GMC9H,Customer HAWB,BSO,plant,20/07/2023
01GUV9Y,HAWB,BSO,plant,20/07/2023
01GKQM6,HAWB,BSO,plant,20/07/2023
01GJ31Q,HAWB,BSO,plant,20/07/2023
01GJ32C,HAWB,BSO,plant,20/07/2023
01GUW5M,HAWB,BSO,plant,20/07/2023
01GUV9Q,HAWB,BSO,plant,20/07/2023
01GMU1J,HAWB,BSO,plant,20/07/2023
01GMU27,HAWB,BSO,plant,20/07/2023
01GMTYF,HAWB,BSO,plant,20/07/2023
01GMU0H,HAWB,BSO,plant,20/07/2023
01GMT3N,HAWB,BSO,plant,20/07/2023
01GM6DU,HAWB,BSO,plant,20/07/2023
01GMKRE,HAWB,BSO,plant,20/07/2023
01GLC98,HAWB,BSO,plant,20/07/2023
01GMQA2,HAWB,BSO,plant,20/07/2023
01GMQTK,HAWB,BSO,plant,20/07/2023
01GMEP1,HAWB,BSO,plant,20/07/2023
01GMQ9Y,HAWB,BSO,plant,20/07/2023
01GMNPW,HAWB,BSO,plant,20/07/2023
01GMP2V,HAWB,BSO,plant,20/07/2023
01GMNPU,HAWB,BSO,plant,20/07/2023
01GMKNQ,HAWB,BSO,plant,20/07/2023
01GMMEU,HAWB,BSO,plant,20/07/2023
01GMMEQ,HAWB,BSO,plant,20/07/2023
01GMMF2,HAWB,BSO,plant,20/07/2023
01GME5A,HAWB,BSO,plant,20/07/2023
01GMJHG,HAWB,BSO,plant,20/07/2023
01GMJHT,HAWB,BSO,plant,20/07/2023
01GUPWE,HAWB,BSO,plant,20/07/2023
01GUPJ3,HAWB,BSO,plant,20/07/2023
01GUMYQ,HAWB,BSO,plant,20/07/2023
01GUN05,HAWB,BSO,plant,20/07/2023
01GUMYW,HAWB,BSO,plant,20/07/2023
01GUN0J,HAWB,BSO,plant,20/07/2023
01GUPTD,HAWB,BSO,plant,20/07/2023
01GT669,Order Type,BSO,plant,20/07/2023
01GUWD5,Order Type,BSO,plant,20/07/2023
01GUWER,Order Type,BSO,plant,20/07/2023
01GUWD2,Order Type,BSO,plant,20/07/2023
01GUWCX,Order Type,BSO,plant,20/07/2023
01GUWC5,Order Type,BSO,plant,20/07/2023
01GTN6L,Order Type,BSO,plant,20/07/2023
01GG0J4,Requested Service,BSO,plant,20/07/2023
01GG0LV,Requested Service,BSO,plant,20/07/2023
01GG0TD,Requested Service,BSO,plant,20/07/2023
01GFYHC,Requested Service,BSO,plant,20/07/2023
01GG0TA,Requested Service,BSO,plant,20/07/2023
01GG0TF,Requested Service,BSO,plant,20/07/2023
01GG0JL,Requested Service,BSO,plant,20/07/2023
01GH0AT,Requested Service,BSO,plant,20/07/2023
01GUXN8,Requested Service,BSO,plant,20/07/2023
01GG1W8,Requested Service,BSO,plant,20/07/2023
01GPJLY,Requested Service,BSO,plant,20/07/2023
01GUWD5,Requested Service,BSO,plant,20/07/2023
01GUWER,Requested Service,BSO,plant,20/07/2023
01GUWD2,Requested Service,BSO,plant,20/07/2023
01GUWCX,Requested Service,BSO,plant,20/07/2023
01GUWC5,Requested Service,BSO,plant,20/07/2023
01GH6NQ,Requested Service,BSO,plant,20/07/2023
01GU5F8,Tracking Number,OPS,plant,20/07/2023
01GU6NT,Tracking Number,OPS,plant,20/07/2023
01GU4RY,Tracking Number,OPS,plant,20/07/2023
01GU6C8,Tracking Number,OPS,plant,20/07/2023
01GQYAR,Tracking Number,BSO,plant,20/07/2023
01GUV9Y,Tracking Number,BSO,plant,20/07/2023
01GKQM6,Tracking Number,BSO,plant,20/07/2023
01GJ31Q,Tracking Number,BSO,plant,20/07/2023
01GJ32C,Tracking Number,BSO,plant,20/07/2023
01GUW5M,Tracking Number,BSO,plant,20/07/2023
01GUV9Q,Tracking Number,BSO,plant,20/07/2023
01GJFCH,Tracking Number,BSO,plant,20/07/2023
01GM10P,Miles,BSO,vendor,20/07/2023
01GN8QG,Miles,BSO,vendor,20/07/2023
01GNM1X,Miles,BSO,vendor,20/07/2023
01GNM1Y,Miles,BSO,vendor,20/07/2023
01GNM20,Miles,BSO,vendor,20/07/2023
01GUWPQ,Miles,BSO,vendor,20/07/2023
01GULLA,Miles,BSO,vendor,20/07/2023
01GULRA,Miles,BSO,vendor,20/07/2023
01GK5GQ,Miles,BSO,vendor,20/07/2023
01GRQXG,Miles,BSO,vendor,20/07/2023
01GUWQ3,Miles,BSO,vendor,20/07/2023
01GNU5P,Customer HAWB,BSO,vendor,20/07/2023
01GKCRW,Customer HAWB,OPS,vendor,20/07/2023
01GJERC,Customer HAWB,OPS,vendor,20/07/2023
01GKQ3U,Customer HAWB,OPS,vendor,20/07/2023
01GKK8M,Customer HAWB,OPS,vendor,20/07/2023
01GPPDJ,Customer HAWB,OPS,vendor,20/07/2023
01GLL4L,Customer HAWB,OPS,vendor,20/07/2023
01GLDTC,Customer HAWB,OPS,vendor,20/07/2023
01GL0LF,Customer HAWB,OPS,vendor,20/07/2023
01GJT4R,Customer HAWB,OPS,vendor,20/07/2023
01GJXDC,Customer HAWB,OPS,vendor,20/07/2023
01GJT5R,Customer HAWB,OPS,vendor,20/07/2023
01GML0J,Customer HAWB,OPS,vendor,20/07/2023
01GJM1L,Customer HAWB,OPS,vendor,20/07/2023
01GMVWH,Customer HAWB,OPS,vendor,20/07/2023
01GHG1E,Customer HAWB,OPS,vendor,20/07/2023
01GLE0X,Customer HAWB,OPS,vendor,20/07/2023
01GGAN2,Customer HAWB,OPS,vendor,20/07/2023
01GGAMY,Customer HAWB,OPS,vendor,20/07/2023
01GHRJA,Customer HAWB,OPS,vendor,20/07/2023
01GHRTD,Customer HAWB,OPS,vendor,20/07/2023
01GHRCP,Customer HAWB,OPS,vendor,20/07/2023
01GHRD9,Customer HAWB,OPS,vendor,20/07/2023
01GHU60,Customer HAWB,OPS,vendor,20/07/2023
01GGMLL,Customer HAWB,OPS,vendor,20/07/2023
01GGH7T,Customer HAWB,OPS,vendor,20/07/2023
01GGH6Q,Customer HAWB,OPS,vendor,20/07/2023
01GGHY5,Customer HAWB,OPS,vendor,20/07/2023
01GGHX0,Customer HAWB,OPS,vendor,20/07/2023
01GGHYH,Customer HAWB,OPS,vendor,20/07/2023
01GGHXM,Customer HAWB,OPS,vendor,20/07/2023
01GGAQ1,Customer HAWB,OPS,vendor,20/07/2023
01GGAPG,Customer HAWB,OPS,vendor,20/07/2023
01GGC6Y,Customer HAWB,OPS,vendor,20/07/2023
01GH6V3,Customer HAWB,OPS,vendor,20/07/2023
01GH71D,Customer HAWB,OPS,vendor,20/07/2023
01GH70J,Customer HAWB,OPS,vendor,20/07/2023
01GHQ20,Customer HAWB,OPS,vendor,20/07/2023
01GH711,Customer HAWB,OPS,vendor,20/07/2023
01GHPW7,Customer HAWB,OPS,vendor,20/07/2023
01GGWXX,Customer HAWB,OPS,vendor,20/07/2023
01GGJCA,Customer HAWB,OPS,vendor,20/07/2023
01GGKPA,Customer HAWB,OPS,vendor,20/07/2023
01GGKVW,Customer HAWB,OPS,vendor,20/07/2023
01GGD81,Customer HAWB,OPS,vendor,20/07/2023
01GGD7R,Customer HAWB,OPS,vendor,20/07/2023
01GH2KR,Customer HAWB,OPS,vendor,20/07/2023
01GH2KX,Customer HAWB,OPS,vendor,20/07/2023
01GH2L4,Customer HAWB,OPS,vendor,20/07/2023
01GH2L8,Customer HAWB,OPS,vendor,20/07/2023
01GGLT0,Customer HAWB,OPS,vendor,20/07/2023
01GGF12,Customer HAWB,OPS,vendor,20/07/2023
01GGKVK,Customer HAWB,OPS,vendor,20/07/2023
01GGDX6,Customer HAWB,OPS,vendor,20/07/2023
01GGDGE,Customer HAWB,OPS,vendor,20/07/2023
01GGE1J,Customer HAWB,OPS,vendor,20/07/2023
01GGD73,Customer HAWB,OPS,vendor,20/07/2023
01GGDX2,Customer HAWB,OPS,vendor,20/07/2023
01GGGHM,Customer HAWB,OPS,vendor,20/07/2023
01GGFFC,Customer HAWB,OPS,vendor,20/07/2023
01GUFXP,Customer HAWB,OPS,vendor,20/07/2023
01GU33Y,Customer HAWB,OPS,vendor,20/07/2023
01GG95Q,Customer HAWB,OPS,vendor,20/07/2023
01GG93G,Customer HAWB,OPS,vendor,20/07/2023
01GG93U,Customer HAWB,OPS,vendor,20/07/2023
01GHCXR,Customer HAWB,OPS,vendor,20/07/2023
01GG9DP,Customer HAWB,OPS,vendor,20/07/2023
01GG9F2,Customer HAWB,OPS,vendor,20/07/2023
01GG4VU,Customer HAWB,OPS,vendor,20/07/2023
01GG4N0,Customer HAWB,OPS,vendor,20/07/2023
01GG4VC,Customer HAWB,OPS,vendor,20/07/2023
01GG4W1,Customer HAWB,OPS,vendor,20/07/2023
01GG4RT,Customer HAWB,OPS,vendor,20/07/2023
01GG4H5,Customer HAWB,OPS,vendor,20/07/2023
01GG4GC,Customer HAWB,OPS,vendor,20/07/2023
01GG4G7,Customer HAWB,OPS,vendor,20/07/2023
01GG4EA,Customer HAWB,OPS,vendor,20/07/2023
01GG4TL,Customer HAWB,OPS,vendor,20/07/2023
01GG4LC,Customer HAWB,OPS,vendor,20/07/2023
01GG4UY,Customer HAWB,OPS,vendor,20/07/2023
01GG4N5,Customer HAWB,OPS,vendor,20/07/2023
01GG4F2,Customer HAWB,OPS,vendor,20/07/2023
01GG0LX,Customer HAWB,OPS,vendor,20/07/2023
01GG0M2,Customer HAWB,OPS,vendor,20/07/2023
01GG1EK,Customer HAWB,OPS,vendor,20/07/2023
01GG1JW,Customer HAWB,OPS,vendor,20/07/2023
01GG1EY,Customer HAWB,OPS,vendor,20/07/2023
01GG4UF,Customer HAWB,OPS,vendor,20/07/2023
01GG4UK,Customer HAWB,OPS,vendor,20/07/2023
01GG4UN,Customer HAWB,OPS,vendor,20/07/2023
01GG4AV,Customer HAWB,OPS,vendor,20/07/2023
01GG4G0,Customer HAWB,OPS,vendor,20/07/2023
01GFY8P,Customer HAWB,OPS,vendor,20/07/2023
01GFY39,Customer HAWB,OPS,vendor,20/07/2023
01GFYA0,Customer HAWB,OPS,vendor,20/07/2023
01GFY3F,Customer HAWB,OPS,vendor,20/07/2023
01GG974,Customer HAWB,OPS,vendor,20/07/2023
01GG9GG,Customer HAWB,OPS,vendor,20/07/2023
01GHMK8,Customer HAWB,OPS,vendor,20/07/2023
01GHN59,Customer HAWB,OPS,vendor,20/07/2023
01GHALQ,Customer HAWB,OPS,vendor,20/07/2023
01GHAN5,Customer HAWB,OPS,vendor,20/07/2023
01GHMJL,Customer HAWB,OPS,vendor,20/07/2023
01GHLV1,Customer HAWB,OPS,vendor,20/07/2023
01GHACU,Customer HAWB,OPS,vendor,20/07/2023
01GHAD8,Customer HAWB,OPS,vendor,20/07/2023
01GHDFD,Customer HAWB,OPS,vendor,20/07/2023
01GG9GT,Customer HAWB,OPS,vendor,20/07/2023
01GG9PC,Customer HAWB,OPS,vendor,20/07/2023
01GG9PL,Customer HAWB,OPS,vendor,20/07/2023
01GH9EX,Customer HAWB,OPS,vendor,20/07/2023
01GH9FN,Customer HAWB,OPS,vendor,20/07/2023
01GH9EP,Customer HAWB,OPS,vendor,20/07/2023
01GH9F7,Customer HAWB,OPS,vendor,20/07/2023
01GHAQP,Customer HAWB,OPS,vendor,20/07/2023
01GH9D4,Customer HAWB,OPS,vendor,20/07/2023
01GHMPE,Customer HAWB,OPS,vendor,20/07/2023
01GHN2V,Customer HAWB,OPS,vendor,20/07/2023
01GHN1L,Customer HAWB,OPS,vendor,20/07/2023
01GHLU2,Customer HAWB,OPS,vendor,20/07/2023
01GHJN1,Customer HAWB,OPS,vendor,20/07/2023
01GHJHV,Customer HAWB,OPS,vendor,20/07/2023
01GHJKX,Customer HAWB,OPS,vendor,20/07/2023
01GHJND,Customer HAWB,OPS,vendor,20/07/2023
01GHJHR,Customer HAWB,OPS,vendor,20/07/2023
01GHJVW,Customer HAWB,OPS,vendor,20/07/2023
01GHG6R,Customer HAWB,OPS,vendor,20/07/2023
01GHHQN,Customer HAWB,OPS,vendor,20/07/2023
01GHHQT,Customer HAWB,OPS,vendor,20/07/2023
01GHHPN,Customer HAWB,OPS,vendor,20/07/2023
01GHHPK,Customer HAWB,OPS,vendor,20/07/2023
01GHHPG,Customer HAWB,OPS,vendor,20/07/2023
01GHHNP,Customer HAWB,OPS,vendor,20/07/2023
01GHHP3,Customer HAWB,OPS,vendor,20/07/2023
01GHETM,Customer HAWB,OPS,vendor,20/07/2023
01GHEL2,Customer HAWB,OPS,vendor,20/07/2023
01GHEMX,Customer HAWB,OPS,vendor,20/07/2023
01GGC18,Customer HAWB,OPS,vendor,20/07/2023
01GHDAY,Customer HAWB,OPS,vendor,20/07/2023
01GHD7V,Customer HAWB,OPS,vendor,20/07/2023
01GHDC9,Customer HAWB,OPS,vendor,20/07/2023
01GH799,Customer HAWB,OPS,vendor,20/07/2023
01GGAX1,Customer HAWB,OPS,vendor,20/07/2023
01GHD5K,Customer HAWB,OPS,vendor,20/07/2023
01GHG04,Customer HAWB,OPS,vendor,20/07/2023
01GHH8A,Customer HAWB,OPS,vendor,20/07/2023
01GHG1F,Customer HAWB,OPS,vendor,20/07/2023
01GHFYN,Customer HAWB,OPS,vendor,20/07/2023
01GHFX6,Customer HAWB,OPS,vendor,20/07/2023
01GHFX8,Customer HAWB,OPS,vendor,20/07/2023
01GHJLD,Customer HAWB,OPS,vendor,20/07/2023
01GHD4R,Customer HAWB,OPS,vendor,20/07/2023
01GHHA4,Customer HAWB,OPS,vendor,20/07/2023
01GHG8E,Customer HAWB,OPS,vendor,20/07/2023
01GHG7P,Customer HAWB,OPS,vendor,20/07/2023
01GHG87,Customer HAWB,OPS,vendor,20/07/2023
01GHG49,Customer HAWB,OPS,vendor,20/07/2023
01GHG8C,Customer HAWB,OPS,vendor,20/07/2023
01GHH8Q,Customer HAWB,OPS,vendor,20/07/2023
01GG97Y,Customer HAWB,OPS,vendor,20/07/2023
01GG97E,Customer HAWB,OPS,vendor,20/07/2023
01GG9DK,Customer HAWB,OPS,vendor,20/07/2023
01GG9CP,Customer HAWB,OPS,vendor,20/07/2023
01GKEQK,Customer HAWB,OPS,vendor,20/07/2023
01GGC6V,Customer HAWB,OPS,vendor,20/07/2023
01GG2YP,Customer HAWB,OPS,vendor,20/07/2023
01GG05R,Customer HAWB,OPS,vendor,20/07/2023
01GG099,Customer HAWB,OPS,vendor,20/07/2023
01GG09F,Customer HAWB,OPS,vendor,20/07/2023
01GFY7Q,Customer HAWB,OPS,vendor,20/07/2023
01GFY6G,Customer HAWB,OPS,vendor,20/07/2023
01GG1VW,Customer HAWB,OPS,vendor,20/07/2023
01GG340,Customer HAWB,OPS,vendor,20/07/2023
01GG350,Customer HAWB,OPS,vendor,20/07/2023
01GG1KU,Customer HAWB,OPS,vendor,20/07/2023
01GFXRM,Customer HAWB,OPS,vendor,20/07/2023
01GFXXE,Customer HAWB,OPS,vendor,20/07/2023
01GFXX3,Customer HAWB,OPS,vendor,20/07/2023
01GG39R,Customer HAWB,OPS,vendor,20/07/2023
01GG39M,Customer HAWB,OPS,vendor,20/07/2023
01GG39V,Customer HAWB,OPS,vendor,20/07/2023
01GG339,Customer HAWB,OPS,vendor,20/07/2023
01GPAJA,HAWB,OPS,vendor,20/07/2023
01GQUU4,Order Type,BSO,vendor,20/07/2023
01GQA37,Order Type,BSO,vendor,20/07/2023
01GK406,Requested Service,BSO,vendor,20/07/2023
01GK0Y4,Requested Service,BSO,vendor,20/07/2023
01GTLTD,Requested Service,BSO,vendor,20/07/2023
01GUK3M,Tracking Number,OPS,vendor,20/07/2023
01GUK4K,Tracking Number,OPS,vendor,20/07/2023
01GUK49,Tracking Number,OPS,vendor,20/07/2023
01GUK42,Tracking Number,OPS,vendor,20/07/2023
01GUK3X,Tracking Number,OPS,vendor,20/07/2023
01GUFXP,Tracking Number,OPS,vendor,20/07/2023
01GU33Y,Tracking Number,OPS,vendor,20/07/2023
01GNU5P,Tracking Number,OPS,vendor,20/07/2023
01GKEQK,Tracking Number,OPS,vendor,20/07/2023
01GG6E8,Priority,BSO,white glove,20/07/2023
01GG3CR,Priority,BSO,white glove,20/07/2023
01GG6E5,Priority,BSO,white glove,20/07/2023
01GFXX6,Priority,BSO,white glove,20/07/2023
01GG9LJ,Priority,BSO,white glove,20/07/2023
01GG0Q2,Priority,BSO,white glove,20/07/2023
01GGAT2,Priority,BSO,white glove,20/07/2023
01GG6E9,Priority,BSO,white glove,20/07/2023
01GFXX7,Priority,BSO,white glove,20/07/2023
01GFXX4,Priority,BSO,white glove,20/07/2023
01GG6E6,Priority,BSO,white glove,20/07/2023
01GG1Y1,Priority,BSO,white glove,20/07/2023
01GG6E7,Priority,BSO,white glove,20/07/2023
01GFXX5,Priority,BSO,white glove,20/07/2023
01GFXX8,Priority,BSO,white glove,20/07/2023
01GRA0D,Tracking Number,OPS,white glove,20/07/2023
01GTWC6,Tracking Number,OPS,white glove,20/07/2023
01GTWAX,Tracking Number,OPS,white glove,20/07/2023
01GTWAU,Tracking Number,OPS,white glove,20/07/2023
01GTWAY,Tracking Number,OPS,white glove,20/07/2023
01GTWC7,Tracking Number,OPS,white glove,20/07/2023
01GTWAT,Tracking Number,OPS,white glove,20/07/2023
01GTWC5,Tracking Number,OPS,white glove,20/07/2023
01GTWAQ,Tracking Number,OPS,white glove,20/07/2023
01GTWAV,Tracking Number,OPS,white glove,20/07/2023
01GTWC0,Tracking Number,OPS,white glove,20/07/2023
01GTWC2,Tracking Number,OPS,white glove,20/07/2023
01GTWC3,Tracking Number,OPS,white glove,20/07/2023
01GTWAR,Tracking Number,OPS,white glove,20/07/2023
01GTWC1,Tracking Number,OPS,white glove,20/07/2023
01GTWC4,Tracking Number,OPS,white glove,20/07/2023
01GTWAW,Tracking Number,OPS,white glove,20/07/2023
01GNNEJ,Tracking Number,OPS,white glove,20/07/2023
01GNNEL,Tracking Number,OPS,white glove,20/07/2023
01GNNEH,Tracking Number,OPS,white glove,20/07/2023
01GNNEK,Tracking Number,OPS,white glove,20/07/2023
01GQAP4,Tracking Number,OPS,white glove,20/07/2023
01GTE9Q,Tracking Number,OPS,white glove,20/07/2023
01GTE92,Tracking Number,OPS,white glove,20/07/2023
01GULJL,HAWB,OPS,white glove,20/07/2023
01GRA0D,HAWB,OPS,white glove,20/07/2023
01GNNEJ,HAWB,OPS,white glove,20/07/2023
01GNNEL,HAWB,OPS,white glove,20/07/2023
01GNNEH,HAWB,OPS,white glove,20/07/2023
01GNNEK,HAWB,OPS,white glove,20/07/2023
01GQAP4,HAWB,OPS,white glove,20/07/2023
01GG6E8,Service Level,BSO,white glove,20/07/2023
01GG3CR,Service Level,BSO,white glove,20/07/2023
01GG6E5,Service Level,BSO,white glove,20/07/2023
01GFXX6,Service Level,BSO,white glove,20/07/2023
01GG9LJ,Service Level,BSO,white glove,20/07/2023
01GG0Q2,Service Level,BSO,white glove,20/07/2023
01GGAT2,Service Level,BSO,white glove,20/07/2023
01GG6E9,Service Level,BSO,white glove,20/07/2023
01GFXX7,Service Level,BSO,white glove,20/07/2023
01GFXX4,Service Level,BSO,white glove,20/07/2023
01GG6E6,Service Level,BSO,white glove,20/07/2023
01GG1Y1,Service Level,BSO,white glove,20/07/2023
01GG6E7,Service Level,BSO,white glove,20/07/2023
01GFXX5,Service Level,BSO,white glove,20/07/2023
01GFXX8,Service Level,BSO,white glove,20/07/2023
01GUU27,Scac Code,BSO,white glove,20/07/2023
01GUU2A,Scac Code,BSO,white glove,20/07/2023
01GUU2J,Scac Code,BSO,white glove,20/07/2023
01GUU2K,Scac Code,BSO,white glove,20/07/2023
01GUU2F,Scac Code,BSO,white glove,20/07/2023
01GUU2C,Scac Code,BSO,white glove,20/07/2023
01GUU29,Scac Code,BSO,white glove,20/07/2023
01GULJL,DEL BE,OPS,white glove,20/07/2023
01GTAF5,DEL BE,OPS,white glove,20/07/2023
01GT2W6,DEL BE,OPS,white glove,20/07/2023
01GRN0A,DEL BE,OPS,white glove,20/07/2023
01GK821,Priority,BSO,kyndryl,20/07/2023
01GKGXK,Priority,BSO,kyndryl,20/07/2023
01GH9JP,Priority,BSO,kyndryl,20/07/2023
01GH9JD,Priority,BSO,kyndryl,20/07/2023
01GLR69,Priority,BSO,kyndryl,20/07/2023
01GLKTV,Priority,BSO,kyndryl,20/07/2023
01GKCD0,Priority,BSO,kyndryl,20/07/2023
01GQX91,Priority,BSO,kyndryl,20/07/2023
01GKN8K,Priority,BSO,kyndryl,20/07/2023
01GPHRW,Priority,BSO,kyndryl,20/07/2023
01GTCJW,Priority,BSO,kyndryl,20/07/2023
01GK821,Service Level,BSO,kyndryl,20/07/2023
01GKGXK,Service Level,BSO,kyndryl,20/07/2023
01GH9JP,Service Level,BSO,kyndryl,20/07/2023
01GH9JD,Service Level,BSO,kyndryl,20/07/2023
01GLR69,Service Level,BSO,kyndryl,20/07/2023
01GLKTV,Service Level,BSO,kyndryl,20/07/2023
01GKCD0,Service Level,BSO,kyndryl,20/07/2023
01GQX91,Service Level,BSO,kyndryl,20/07/2023
01GKN8K,Service Level,BSO,kyndryl,20/07/2023
01GPHRW,Service Level,BSO,kyndryl,20/07/2023
01GTCJW,Service Level,BSO,kyndryl,20/07/2023
01GK821,Loading Name,BSO,kyndryl,20/07/2023
01GKGXK,Loading Name,BSO,kyndryl,20/07/2023
01GH9JD,Loading Name,BSO,kyndryl,20/07/2023
01GLR69,Loading Name,BSO,kyndryl,20/07/2023
01GLKTV,Loading Name,BSO,kyndryl,20/07/2023
01GKCD0,Loading Name,BSO,kyndryl,20/07/2023
01GQX91,Loading Name,BSO,kyndryl,20/07/2023
01GKN8K,Loading Name,BSO,kyndryl,20/07/2023
01GPHRW,Loading Name,BSO,kyndryl,20/07/2023
01GTCJW,Loading Name,BSO,kyndryl,20/07/2023
01GK821,Loading Address,BSO,kyndryl,20/07/2023
01GKGXK,Loading Address,BSO,kyndryl,20/07/2023
01GH9JD,Loading Address,BSO,kyndryl,20/07/2023
01GLR69,Loading Address,BSO,kyndryl,20/07/2023
01GLKTV,Loading Address,BSO,kyndryl,20/07/2023
01GKCD0,Loading Address,BSO,kyndryl,20/07/2023
01GQX91,Loading Address,BSO,kyndryl,20/07/2023
01GKN8K,Loading Address,BSO,kyndryl,20/07/2023
01GPHRW,Loading Address,BSO,kyndryl,20/07/2023
01GTCJW,Loading Address,BSO,kyndryl,20/07/2023
01GTCJU,Unloading Name,BSO,kyndryl,20/07/2023
01GK821,Unloading Name,BSO,kyndryl,20/07/2023
01GKGXK,Unloading Name,BSO,kyndryl,20/07/2023
01GH9JD,Unloading Name,BSO,kyndryl,20/07/2023
01GLR69,Unloading Name,BSO,kyndryl,20/07/2023
